sbox_index,input_binary,input_decimal,output_binary,output_decimal,plaintext_hex,key_hex,ciphertext_hex,description
0,111001,57,1010,10,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 8
0,100000,32,0100,4,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 9
0,110101,53,0011,3,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 10
0,000011,3,1111,15,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 11
0,101000,40,1101,13,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 12
0,011000,24,0101,5,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 13
0,011100,28,0000,0,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 14
0,110000,48,1111,15,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 0 transform for round 15
1,101000,40,1010,10,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 0
1,000101,5,0100,4,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 1
1,110100,52,1100,12,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 2
1,010001,17,1100,12,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 3
1,101000,40,1010,10,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 4
1,100110,38,1011,11,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 5
1,001100,12,0011,3,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 6
1,011110,30,1010,10,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 7
1,101110,46,0001,1,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 8
1,001111,15,1110,14,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 9
1,110101,53,0111,7,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 10
1,100001,33,1101,13,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 11
1,110001,49,1011,11,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 12
1,010000,16,1001,9,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 13
1,110010,50,1000,8,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 14
1,110101,53,0111,7,111f9187a42ee2d1,7c2efb1e148b35af,8d2af2147dd45630,S-box 1 transform for round 15
0,110011,51,1011,11,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 0
0,110000,48,1111,15,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 1
0,100001,33,1111,15,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 2
0,011011,27,0101,5,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 3
0,100010,34,0001,1,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 4
0,111011,59,0000,0,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 5
0,011110,30,0111,7,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 6
0,110100,52,1001,9,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 7
0,100100,36,1110,14,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 8
0,100100,36,1110,14,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 9
0,101010,42,0110,6,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 10
0,110011,51,1011,11,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 11
0,000000,0,1110,14,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 12
0,110010,50,1100,12,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 13
0,100000,32,0100,4,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 14
0,010010,18,1010,10,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 0 transform for round 15
1,111101,61,1110,14,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 0
1,001111,15,1110,14,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 1
1,110110,54,0110,6,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 2
1,100100,36,0111,7,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 3
1,000101,5,0100,4,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 4
1,000000,0,1111,15,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 5
1,011100,28,0101,5,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 6
1,010001,17,1100,12,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 7
1,110001,49,1011,11,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 8
1,000101,5,0100,4,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 9
1,000100,4,1000,8,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 10
1,110101,53,0111,7,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 11
1,111100,60,0010,2,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 12
1,100110,38,1011,11,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 13
1,000111,7,0111,7,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 14
1,010101,21,0001,1,edf802cf723f117b,dcf9555781994ad0,8a2cc7f1e2f6ad93,S-box 1 transform for round 15
0,100101,37,1000,8,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 0
0,110000,48,1111,15,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 1
0,000100,4,1101,13,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 2
0,111011,59,0000,0,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 3
0,111110,62,0000,0,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 4
0,101100,44,0010,2,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 5
0,001010,10,1111,15,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 6
0,111010,58,1010,10,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 7
0,001001,9,1110,14,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 8
0,010100,20,0110,6,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 9
0,111011,59,0000,0,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 10
0,001111,15,0001,1,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 11
0,100111,39,0010,2,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 12
0,000011,3,1111,15,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 13
0,001011,11,0010,2,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 14
0,111100,60,0101,5,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 0 transform for round 15
1,011000,24,1100,12,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 0
1,101010,42,0100,4,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 1
1,000011,3,1101,13,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 2
1,110000,48,0101,5,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 3
1,101111,47,0010,2,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 4
1,011000,24,1100,12,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 5
1,111110,62,1111,15,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 6
1,011010,26,0000,0,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 7
1,011110,30,1010,10,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 8
1,001100,12,0011,3,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 9
1,010110,22,1101,13,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 10
1,011101,29,1011,11,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 11
1,111000,56,1001,9,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 12
1,110000,48,0101,5,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 13
1,010110,22,1101,13,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 14
1,111010,58,0011,3,837021791796a4c7,6acf957f253d6601,d209f8d8e250381b,S-box 1 transform for round 15
0,000000,0,1110,14,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 0
0,101010,42,0110,6,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 1
0,011111,31,1000,8,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 2
0,101010,42,0110,6,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 3
0,010011,19,0110,6,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 4
0,000101,5,0111,7,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 5
0,001101,13,1101,13,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 6
0,010111,23,1011,11,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 7
0,011110,30,0111,7,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 8
0,010101,21,1100,12,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 9
0,111000,56,0011,3,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 10
0,000100,4,1101,13,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 11
0,101110,46,1011,11,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 12
0,010000,16,0011,3,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 13
0,011011,27,0101,5,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 14
0,000000,0,1110,14,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 0 transform for round 15
1,111000,56,1001,9,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 0
1,000111,7,0111,7,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 1
1,111011,59,0101,5,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 2
1,010001,17,1100,12,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 3
1,100010,34,1110,14,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 4
1,110111,55,1100,12,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 5
1,101000,40,1010,10,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 6
1,011101,29,1011,11,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 7
1,011000,24,1100,12,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 8
1,010010,18,0111,7,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 9
1,010000,16,1001,9,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 10
1,001100,12,0011,3,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 11
1,001100,12,0011,3,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 12
1,101000,40,1010,10,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 13
1,100001,33,1101,13,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 14
1,100000,32,0000,0,3ddb228eab5d1556,f00089d21cf27bb2,2924d77405b87665,S-box 1 transform for round 15
0,001000,8,0010,2,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 0
0,100010,34,0001,1,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 1
0,000011,3,1111,15,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 2
0,011100,28,0000,0,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 3
0,101010,42,0110,6,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 4
0,100100,36,1110,14,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 5
0,010001,17,1010,10,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 6
0,001011,11,0010,2,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 7
0,111110,62,0000,0,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 8
0,100000,32,0100,4,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 9
0,111010,58,1010,10,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 10
0,110111,55,1110,14,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 11
0,110110,54,0111,7,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 12
0,100100,36,1110,14,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 13
0,011111,31,1000,8,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 14
0,100101,37,1000,8,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 0 transform for round 15
1,000010,2,0001,1,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 0
1,111110,62,1111,15,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 1
1,010100,20,0010,2,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 2
1,110000,48,0101,5,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 3
1,011001,25,0110,6,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 4
1,101111,47,0010,2,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 5
1,101110,46,0001,1,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 6
1,000010,2,0001,1,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 7
1,001011,11,0010,2,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 8
1,101110,46,0001,1,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 9
1,111101,61,1110,14,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 10
1,110000,48,0101,5,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 11
1,110110,54,0110,6,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 12
1,101010,42,0100,4,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 13
1,011101,29,1011,11,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 14
1,011010,26,0000,0,d085f016062a096d,b75de8d884eb9aef,975857d150036f80,S-box 1 transform for round 15
0,100101,37,1000,8,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 0
0,101011,43,1001,9,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 1
0,011100,28,0000,0,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 2
0,011001,25,1001,9,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 3
0,001101,13,1101,13,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 4
0,011100,28,0000,0,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 5
0,100100,36,1110,14,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 6
0,100010,34,0001,1,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 7
0,001110,14,1000,8,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 8
0,011010,26,1001,9,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 9
0,101001,41,0100,4,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 10
0,011011,27,0101,5,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 11
0,000000,0,1110,14,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 12
0,010001,17,1010,10,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 13
0,110001,49,0101,5,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 14
0,010110,22,1100,12,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 0 transform for round 15
1,000001,1,0011,3,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 0
1,101001,41,0011,3,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 1
1,010011,19,0000,0,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 2
1,110001,49,1011,11,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 3
1,000101,5,0100,4,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 4
1,000110,6,1110,14,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 5
1,000010,2,0001,1,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 6
1,010011,19,0000,0,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 7
1,010011,19,0000,0,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 8
1,001000,8,0110,6,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 9
1,110101,53,0111,7,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 10
1,010100,20,0010,2,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 11
1,100010,34,1110,14,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 12
1,100011,35,1000,8,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 13
1,010001,17,1100,12,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 14
1,111011,59,0101,5,63153535c3f09e0c,ea59478fd7a961e6,a858ed489c972fb5,S-box 1 transform for round 15
0,010011,19,0110,6,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 0
0,011111,31,1000,8,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 1
0,010110,22,1100,12,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 2
0,001010,10,1111,15,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 3
0,010010,18,1010,10,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 4
0,000110,6,0001,1,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 5
0,100001,33,1111,15,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 6
0,101010,42,0110,6,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 7
0,001011,11,0010,2,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 8
0,000010,2,0100,4,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 9
0,010110,22,1100,12,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 10
0,111110,62,0000,0,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 11
0,000101,5,0111,7,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 12
0,101001,41,0100,4,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 13
0,001100,12,1011,11,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 14
0,111011,59,0000,0,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 0 transform for round 15
1,011111,31,0101,5,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 0
1,100001,33,1101,13,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 1
1,100011,35,1000,8,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 2
1,010111,23,1010,10,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 3
1,100110,38,1011,11,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 4
1,110000,48,0101,5,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 5
1,010011,19,0000,0,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 6
1,101000,40,1010,10,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 7
1,010111,23,1010,10,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 8
1,110000,48,0101,5,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 9
1,101111,47,0010,2,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 10
1,000010,2,0001,1,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 11
1,001101,13,1000,8,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 12
1,100010,34,1110,14,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 13
1,010110,22,1101,13,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 14
1,010000,16,1001,9,228d0013f0b30c63,e290994f3e7c83fa,ebd713f537daea21,S-box 1 transform for round 15
0,101111,47,0111,7,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 0
0,101111,47,0111,7,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 1
0,100001,33,1111,15,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 2
0,101101,45,0001,1,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 3
0,010011,19,0110,6,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 4
0,100000,32,0100,4,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 5
0,010100,20,0110,6,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 6
0,011101,29,0011,3,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 7
0,101110,46,1011,11,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 8
0,110100,52,1001,9,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 9
0,110101,53,0011,3,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 10
0,111100,60,0101,5,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 11
0,001010,10,1111,15,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 12
0,101011,43,1001,9,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 13
0,011010,26,1001,9,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 14
0,000110,6,0001,1,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 0 transform for round 15
1,111011,59,0101,5,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 0
1,111100,60,0010,2,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 1
1,110100,52,1100,12,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 2
1,001010,10,1011,11,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 3
1,101000,40,1010,10,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 4
1,001001,9,1111,15,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 5
1,100011,35,1000,8,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 6
1,010111,23,1010,10,63dd39ca308065eb,f2531dab63c826d2,a7d0d2296e36c374,S-box 1 transform for round 7
