sbox_index,input_binary,input_decimal,output_binary,output_decimal,plaintext_hex,key_hex,ciphertext_hex,description
1,110010,50,1000,8,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 10
1,101110,46,0001,1,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 11
1,011010,26,0000,0,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 12
1,011100,28,0101,5,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 13
1,100100,36,0111,7,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 14
1,111111,63,1001,9,23daea231cf86ba7,666d941ec2772f69,305897f1cf5b282b,S-box 1 transform for round 15
0,101010,42,0110,6,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 0
0,100010,34,0001,1,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 1
0,111010,58,1010,10,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 2
0,111100,60,0101,5,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 3
0,111111,63,1101,13,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 4
0,010001,17,1010,10,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 5
0,010001,17,1010,10,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 6
0,101110,46,1011,11,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 7
0,010100,20,0110,6,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 8
0,110011,51,1011,11,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 9
0,000001,1,0000,0,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 10
0,100010,34,0001,1,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 11
0,110010,50,1100,12,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 12
0,010010,18,1010,10,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 13
0,110011,51,1011,11,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 14
0,010101,21,1100,12,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 0 transform for round 15
1,001100,12,0011,3,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 0
1,010100,20,0010,2,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 1
1,100010,34,1110,14,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 2
1,000110,6,1110,14,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 3
1,111110,62,1111,15,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 4
1,011111,31,0101,5,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 5
1,010010,18,0111,7,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 6
1,101010,42,0100,4,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 7
1,000110,6,1110,14,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 8
1,001110,14,0100,4,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 9
1,011100,28,0101,5,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 10
1,000101,5,0100,4,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 11
1,010100,20,0010,2,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 12
1,011001,25,0110,6,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 13
1,000001,1,0011,3,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 14
1,100111,39,0001,1,6971e2e73897c04e,09cd9d48963b73e1,11952e1cd171ea66,S-box 1 transform for round 15
0,001010,10,1111,15,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 0
0,100111,39,0010,2,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 1
0,010101,21,1100,12,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 2
0,110011,51,1011,11,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 3
0,101000,40,1101,13,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 4
0,100100,36,1110,14,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 5
0,010001,17,1010,10,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 6
0,101110,46,1011,11,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 7
0,010100,20,0110,6,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 8
0,010111,23,1011,11,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 9
0,110011,51,1011,11,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 10
0,010110,22,1100,12,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 11
0,111100,60,0101,5,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 12
0,100100,36,1110,14,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 13
0,001110,14,1000,8,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 14
0,010100,20,0110,6,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 0 transform for round 15
1,100111,39,0001,1,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 0
1,100101,37,1010,10,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 1
1,011011,27,1001,9,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 2
1,010011,19,0000,0,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 3
1,111010,58,0011,3,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 4
1,101101,45,0100,4,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 5
1,010010,18,0111,7,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 6
1,100000,32,0000,0,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 7
1,000110,6,1110,14,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 8
1,001010,10,1011,11,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 9
1,101101,45,0100,4,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 10
1,100100,36,0111,7,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 11
1,101101,45,0100,4,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 12
1,010110,22,1101,13,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 13
1,101100,44,1101,13,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 14
1,110011,51,0110,6,ef2381f57b0446ad,a0ebdb1c7bef1ca6,9d0203756e417ddb,S-box 1 transform for round 15
0,010011,19,0110,6,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 0
0,001101,13,1101,13,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 1
0,101101,45,0001,1,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 2
0,101010,42,0110,6,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 3
0,101110,46,1011,11,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 4
0,000001,1,0000,0,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 5
0,101010,42,0110,6,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 6
0,001000,8,0010,2,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 7
0,100001,33,1111,15,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 8
0,011110,30,0111,7,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 9
0,011101,29,0011,3,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 10
0,001100,12,1011,11,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 11
0,101110,46,1011,11,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 12
0,110000,48,1111,15,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 13
0,001010,10,1111,15,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 14
0,000011,3,1111,15,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 0 transform for round 15
1,101100,44,1101,13,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 0
1,001011,11,0010,2,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 1
1,110010,50,1000,8,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 2
1,101000,40,1010,10,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 3
1,000010,2,0001,1,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 4
1,111101,61,1110,14,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 5
1,000011,3,1101,13,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 6
1,101110,46,0001,1,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 7
1,101110,46,0001,1,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 8
1,101011,43,1111,15,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 9
1,011001,25,0110,6,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 10
1,101100,44,1101,13,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 11
1,111111,63,1001,9,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 12
1,111011,59,0101,5,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 13
1,110111,55,1100,12,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 14
1,001110,14,0100,4,5755374440e7396e,b23aba7ef6da0cbb,34d8660c2f5e3ffa,S-box 1 transform for round 15
0,011010,26,1001,9,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 0
0,101001,41,0100,4,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 1
0,010001,17,1010,10,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 2
0,001011,11,0010,2,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 3
0,100000,32,0100,4,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 4
0,111001,57,1010,10,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 5
0,111100,60,0101,5,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 6
0,011111,31,1000,8,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 7
0,111100,60,0101,5,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 8
0,100100,36,1110,14,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 9
0,110011,51,1011,11,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 10
0,001110,14,1000,8,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 11
0,011101,29,0011,3,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 12
0,110100,52,1001,9,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 13
0,101011,43,1001,9,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 14
0,111110,62,0000,0,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 0 transform for round 15
1,110010,50,1000,8,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 0
1,000010,2,0001,1,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 1
1,000110,6,1110,14,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 2
1,010110,22,1101,13,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 3
1,001111,15,1110,14,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 4
1,111000,56,1001,9,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 5
1,010001,17,1100,12,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 6
1,001000,8,0110,6,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 7
1,101010,42,0100,4,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 8
1,110100,52,1100,12,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 9
1,000000,0,1111,15,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 10
1,111000,56,1001,9,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 11
1,011101,29,1011,11,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 12
1,110001,49,1011,11,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 13
1,101000,40,1010,10,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 14
1,000010,2,0001,1,5437055c4c096aea,4fd8c872b993887f,059f97efbb16e891,S-box 1 transform for round 15
0,011110,30,0111,7,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 0
0,101110,46,1011,11,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 1
0,011011,27,0101,5,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 2
0,110111,55,1110,14,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 3
0,010000,16,0011,3,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 4
0,001110,14,1000,8,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 5
0,001111,15,0001,1,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 6
0,011111,31,1000,8,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 7
0,100100,36,1110,14,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 8
0,001111,15,0001,1,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 9
0,010110,22,1100,12,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 10
0,000100,4,1101,13,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 11
0,101100,44,0010,2,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 12
0,010001,17,1010,10,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 13
0,100000,32,0100,4,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 14
0,000111,7,0100,4,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 0 transform for round 15
1,001101,13,1000,8,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 0
1,110100,52,1100,12,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 1
1,011010,26,0000,0,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 2
1,010001,17,1100,12,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 3
1,010011,19,0000,0,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 4
1,100111,39,0001,1,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 5
1,101101,45,0100,4,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 6
1,111011,59,0101,5,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 7
1,111101,61,1110,14,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 8
1,110010,50,1000,8,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 9
1,111011,59,0101,5,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 10
1,001000,8,0110,6,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 11
1,010111,23,1010,10,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 12
1,111011,59,0101,5,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 13
1,010101,21,0001,1,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 14
1,110000,48,0101,5,113724a2a63f5c18,9ef3c8ff5ac6dc4c,9c7fce6e4b060832,S-box 1 transform for round 15
0,100111,39,0010,2,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 0
0,001010,10,1111,15,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 1
0,011110,30,0111,7,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 2
0,011001,25,1001,9,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 3
0,011110,30,0111,7,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 4
0,010110,22,1100,12,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 5
0,111010,58,1010,10,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 6
0,011011,27,0101,5,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 7
0,111111,63,1101,13,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 8
0,001001,9,1110,14,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 9
0,000100,4,1101,13,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 10
0,111101,61,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 11
0,101010,42,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 12
0,001100,12,1011,11,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 13
0,111000,56,0011,3,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 14
0,101010,42,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 0 transform for round 15
1,110000,48,0101,5,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 0
1,010101,21,0001,1,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 1
1,001011,11,0010,2,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 2
1,011001,25,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 3
1,111101,61,1110,14,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 4
1,101000,40,1010,10,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 5
1,101100,44,1101,13,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 6
1,100000,32,0000,0,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 7
1,110001,49,1011,11,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 8
1,101101,45,0100,4,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 9
1,001000,8,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 10
1,110011,51,0110,6,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 11
1,101000,40,1010,10,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 12
1,101001,41,0011,3,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 13
1,011011,27,1001,9,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 14
1,000110,6,1110,14,e992059bf07f16e0,7f07ef44a750efaa,173517f4e61c31a3,S-box 1 transform for round 15
0,111000,56,0011,3,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 0
0,110101,53,0011,3,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 1
0,101110,46,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 2
0,101110,46,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 3
0,110001,49,0101,5,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 4
0,000001,1,0000,0,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 5
0,001100,12,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 6
0,001100,12,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 7
0,011100,28,0000,0,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 8
0,100111,39,0010,2,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 9
0,000001,1,0000,0,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 10
0,011011,27,0101,5,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 11
0,110011,51,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 12
0,110110,54,0111,7,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 13
0,011101,29,0011,3,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 14
0,100000,32,0100,4,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 0 transform for round 15
1,010101,21,0001,1,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 0
1,011101,29,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 1
1,100000,32,0000,0,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 2
1,011111,31,0101,5,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 3
1,100110,38,1011,11,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 4
1,111000,56,1001,9,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 5
1,010010,18,0111,7,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 6
1,011011,27,1001,9,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 7
1,111010,58,0011,3,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 8
1,010001,17,1100,12,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 9
1,001001,9,1111,15,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 10
1,000000,0,1111,15,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 11
1,010100,20,0010,2,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 12
1,011011,27,1001,9,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 13
1,111111,63,1001,9,46cd21d73eb24a19,1e658b3e9e3384d7,af0e79c428bc140a,S-box 1 transform for round 14
